"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"VIX FUTURES - CBOE FUTURES EXCHANGE",181218,2018-12-18,1170E1,E   ,00,117 ,  438322,   22977,   73266,   35903,   88311,   25982,   15959,   83586,  104643,  128964,   14057,    4594,   22004,  411761,  411315,   26561,   27007,   18003,  -14804,    1361,   15269,   -2346,    2745,     502,   12934,   -4584,    5823,     867,    -881,    1174,   19419,   21409,   -1416,   -3406,  100.0,    5.2,   16.7,    8.2,   20.1,    5.9,    3.6,   19.1,   23.9,   29.4,    3.2,    1.0,    5.0,   93.9,   93.8,    6.1,    6.2,    231,     11,     20,     22,     22,     27,     16,     54,     53,     67,     15,     13,     22,    181,    177,    24.3,    32.6,    34.3,    45.2,    10.3,    21.2,    18.5,    27.3,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",181211,2018-12-11,1170E1,E   ,00,117 ,  420319,   37781,   71905,   20634,   90657,   23237,   15457,   70652,  109227,  123141,   13190,    5475,   20830,  392342,  389906,   27977,   30413,   15647,     166,   17130,    -969,    2755,   -2400,   -2976,    5293,   -1119,    3220,    3505,    1468,    2839,   13833,   17193,    1814,   -1546,  100.0,    9.0,   17.1,    4.9,   21.6,    5.5,    3.7,   16.8,   26.0,   29.3,    3.1,    1.3,    5.0,   93.3,   92.8,    6.7,    7.2,    211,     11,     15,     17,     21,     26,     20,     46,     46,     60,     16,     14,     23,    172,    159,    26.6,    32.5,    36.7,    46.0,    10.9,    20.6,    20.0,    27.9,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",181204,2018-12-04,1170E1,E   ,00,117 ,  404672,   37615,   54775,   21603,   87902,   25637,   18433,   65359,  110346,  119921,    9685,    4007,   17991,  378509,  372713,   26163,   31959,  -23989,    1158,   -1727,   -3693,   -3588,      27,   -1718,    7744,    9676,  -22704,    -965,   -1399,   -2655,  -26421,  -24193,    2432,     204,  100.0,    9.3,   13.5,    5.3,   21.7,    6.3,    4.6,   16.2,   27.3,   29.6,    2.4,    1.0,    4.4,   93.5,   92.1,    6.5,    7.9,    211,     11,     15,     18,     22,     29,     21,     42,     51,     60,     14,     12,     23,    164,    169,    30.1,    30.7,    41.3,    43.3,    14.1,    18.4,    24.2,    25.8,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",181127,2018-11-27,1170E1,E   ,00,117 ,  428661,   36457,   56502,   25296,   91490,   25610,   20151,   57615,  100670,  142625,   10650,    5406,   20646,  404930,  396906,   23731,   31755,  -51011,   -6035,   -4165,   -7168,  -11059,     960,    3161,  -15786,  -27697,   -7817,     214,   -2237,   -4334,  -48824,  -49297,   -2187,   -1714,  100.0,    8.5,   13.2,    5.9,   21.3,    6.0,    4.7,   13.4,   23.5,   33.3,    2.5,    1.3,    4.8,   94.5,   92.6,    5.5,    7.4,    206,     12,     14,     17,     20,     27,     20,     42,     52,     58,     14,     15,     23,    157,    167,    31.1,    31.5,    41.1,    43.9,    11.7,    15.9,    20.9,    22.6,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",181120,2018-11-20,1170E1,E   ,00,117 ,  479672,   42492,   60667,   32464,  102549,   24650,   16990,   73401,  128367,  150442,   10436,    7643,   24980,  453754,  446203,   25918,   33469,    6332,   -5772,    5545,    4988,   -7503,   -2165,    -610,   11042,   -8816,    7468,   -1116,    -881,    1673,   10170,    7202,   -3838,    -870,  100.0,    8.9,   12.6,    6.8,   21.4,    5.1,    3.5,   15.3,   26.8,   31.4,    2.2,    1.6,    5.2,   94.6,   93.0,    5.4,    7.0,    227,     12,     18,     23,     25,     26,     18,     49,     55,     65,     12,     19,     26,    182,    177,    28.5,    29.2,    37.6,    42.3,    11.2,    16.7,    19.6,    23.0,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",181113,2018-11-13,1170E1,E   ,00,117 ,  473340,   48264,   55122,   27476,  110052,   26815,   17600,   62359,  137183,  142974,   11552,    8524,   23307,  443584,  439001,   29756,   34339,   -6473,   14841,   18945,   -1637,   -2585,     670,  -12422,   -1501,  -12384,    1540,   -2450,     615,   -4266,   -8480,   -8939,    2007,    2466,  100.0,   10.2,   11.6,    5.8,   23.3,    5.7,    3.7,   13.2,   29.0,   30.2,    2.4,    1.8,    4.9,   93.7,   92.7,    6.3,    7.3,    222,     11,     20,     21,     27,     23,     19,     44,     57,     70,     13,     16,     22,    179,    175,    33.5,    29.1,    42.9,    40.1,    16.5,    15.2,    25.3,    21.8,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",181106,2018-11-06,1170E1,E   ,00,117 ,  479813,   33423,   36177,   29113,  112637,   26145,   30022,   63860,  149567,  141434,   14002,    7909,   27573,  452064,  447940,   27749,   31873,  -24224,   -8418,    1930,    2084,     448,     432,    1491,  -10360,  -17921,   -9443,     187,   -3242,    -188,  -24199,  -24857,     -25,     633,  100.0,    7.0,    7.5,    6.1,   23.5,    5.4,    6.3,   13.3,   31.2,   29.5,    2.9,    1.6,    5.7,   94.2,   93.4,    5.8,    6.6,    234,      7,     18,     17,     28,     29,     27,     43,     63,     66,     16,     17,     25,    189,    180,    28.9,    29.6,    38.3,    40.0,    12.3,    15.8,    20.4,    21.7,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",181030,2018-10-30,1170E1,E   ,00,117 ,  504037,   41841,   34247,   27029,  112189,   25713,   28531,   74220,  167488,  150877,   13815,   11151,   27761,  476263,  472797,   27774,   31240,   10911,   -4151,   10860,    4361,    7559,   -5433,    -463,   -1481,    -366,    5820,    2265,   -1202,     154,   14064,   13731,   -3153,   -2820,  100.0,    8.3,    6.8,    5.4,   22.3,    5.1,    5.7,   14.7,   33.2,   29.9,    2.7,    2.2,    5.5,   94.5,   93.8,    5.5,    6.2,    246,     14,     16,     21,     28,     27,     25,     50,     61,     71,     15,     20,     26,    200,    189,    31.1,    29.4,    40.1,    41.0,    13.7,    15.4,    21.7,    22.2,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",181023,2018-10-23,1170E1,E   ,00,117 ,  493126,   45992,   23387,   22668,  104630,   31146,   28994,   75701,  167854,  145057,   11550,   12353,   27607,  462199,  459066,   30927,   34060,  -43033,   -9058,    5993,  -13556,    5320,   -3152,     739,    9897,    5798,  -39200,     498,    -975,    -320,  -45680,  -44673,    2647,    1640,  100.0,    9.3,    4.7,    4.6,   21.2,    6.3,    5.9,   15.4,   34.0,   29.4,    2.3,    2.5,    5.6,   93.7,   93.1,    6.3,    6.9,    237,     15,     13,     20,     25,     29,     24,     52,     54,     64,     14,     19,     27,    190,    182,    32.2,    29.0,    42.4,    41.3,    14.7,    14.9,    23.2,    22.3,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",181016,2018-10-16,1170E1,E   ,00,117 ,  536159,   55050,   17394,   36224,   99310,   34298,   28255,   65804,  162056,  184257,   11052,   13328,   27927,  507879,  503739,   28280,   32420,    1250,  -32556,    9169,    5302,  -18182,  -41003,   -2854,    4759,  -21457,   40688,   -2616,    6854,    2225,   -3234,   -1076,    4484,    2326,  100.0,   10.3,    3.2,    6.8,   18.5,    6.4,    5.3,   12.3,   30.2,   34.4,    2.1,    2.5,    5.2,   94.7,   94.0,    5.3,    6.0,    229,     15,     13,     20,     24,     34,     19,     45,     55,     65,     11,     22,     21,    176,    178,    36.2,    36.4,    46.4,    47.4,    12.6,    15.8,    20.4,    21.5,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",181009,2018-10-09,1170E1,E   ,00,117 ,  534909,   87606,    8225,   30922,  117492,   75301,   31109,   61045,  183513,  143569,   13668,    6474,   25702,  511113,  504815,   23796,   30094,    -815,   -6881,    4328,    1643,   -1065,  -14964,   -5123,  -13896,  -12504,   29321,   -2402,   -1087,    -620,     977,     994,   -1792,   -1809,  100.0,   16.4,    1.5,    5.8,   22.0,   14.1,    5.8,   11.4,   34.3,   26.8,    2.6,    1.2,    4.8,   95.6,   94.4,    4.4,    5.6,    244,     16,     11,     20,     24,     38,     25,     52,     53,     55,     13,     17,     23,    180,    187,    31.9,    31.7,    46.0,    41.9,    17.9,    18.3,    26.0,    25.1,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",181002,2018-10-02,1170E1,E   ,00,117 ,  535724,   94487,    3897,   29279,  118557,   90265,   36232,   74941,  196017,  114248,   16070,    7561,   26322,  510136,  503821,   25588,   31903,    8315,     274,    1429,     355,    -296,   -2275,    4453,    8855,    7019,   -6883,    -422,     114,    2551,    8887,    6763,    -572,    1552,  100.0,   17.6,    0.7,    5.5,   22.1,   16.8,    6.8,   14.0,   36.6,   21.3,    3.0,    1.4,    4.9,   95.2,   94.0,    4.8,    6.0,    242,     21,      5,     20,     20,     41,     25,     46,     59,     54,     15,     17,     22,    171,    192,    30.5,    26.7,    44.6,    37.5,    22.2,    19.2,    32.5,    27.7,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180925,2018-09-25,1170E1,E   ,00,117 ,  527409,   94213,    2468,   28924,  118853,   92540,   31779,   66086,  188998,  121131,   16492,    7447,   23771,  501249,  497058,   26160,   30351,  -12701,   17977,   -8944,   -9555,   -4332,   16827,    2367,   -1637,    6143,  -20255,    2256,    1409,      32,  -13147,  -11976,     446,    -725,  100.0,   17.9,    0.5,    5.5,   22.5,   17.5,    6.0,   12.5,   35.8,   23.0,    3.1,    1.4,    4.5,   95.0,   94.2,    5.0,    5.8,    235,     21,      4,     19,     19,     44,     25,     39,     62,     54,     15,     17,     18,    157,    194,    30.2,    26.5,    44.3,    37.9,    22.5,    18.7,    32.4,    27.1,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180918,2018-09-18,1170E1,E   ,00,117 ,  540110,   76236,   11412,   38479,  123185,   75713,   29412,   67723,  182855,  141386,   14236,    6038,   23739,  514396,  509034,   25714,   31076,   18850,    5598,    5088,    3957,   -3120,   12675,    5265,   12390,   -6330,   -6947,   -2399,    1539,    4751,   19495,   19998,    -645,   -1148,  100.0,   14.1,    2.1,    7.1,   22.8,   14.0,    5.4,   12.5,   33.9,   26.2,    2.6,    1.1,    4.4,   95.2,   94.2,    4.8,    5.8,    247,     17,     11,     23,     28,     37,     26,     45,     63,     65,     13,     17,     17,    179,    199,    30.7,    27.6,    44.4,    39.2,    20.8,    18.1,    30.5,    26.2,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180911,2018-09-11,1170E1,E   ,00,117 ,  521260,   70638,    6324,   34522,  126305,   63038,   24147,   55333,  189185,  148333,   16635,    4499,   18988,  494901,  489036,   26359,   32224,   21153,     391,     268,    5323,    3309,   -1397,    -241,    1214,    2006,    9698,    -182,      68,    -379,   19133,   15346,    2020,    5807,  100.0,   13.6,    1.2,    6.6,   24.2,   12.1,    4.6,   10.6,   36.3,   28.5,    3.2,    0.9,    3.6,   94.9,   93.8,    5.1,    6.2,    230,     17,      9,     19,     25,     33,     27,     41,     66,     60,     12,     13,     17,    167,    186,    33.5,    30.6,    47.6,    41.3,    21.3,    18.4,    30.7,    26.4,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180904,2018-09-04,1170E1,E   ,00,117 ,  500107,   70247,    6056,   29199,  122996,   64435,   24388,   54119,  187179,  138635,   16817,    4431,   19367,  475768,  473690,   24339,   26417,    2976,    6080,    2002,    -640,    4158,   -2557,    -754,   -9435,    3461,    7161,   -1962,    -175,   -2133,    2475,    6365,     501,   -3389,  100.0,   14.0,    1.2,    5.8,   24.6,   12.9,    4.9,   10.8,   37.4,   27.7,    3.4,    0.9,    3.9,   95.1,   94.7,    4.9,    5.3,    232,     17,      8,     20,     25,     33,     25,     39,     66,     56,     13,     15,     21,    166,    188,    33.6,    29.7,    48.0,    41.0,    22.1,    18.7,    31.9,    26.7,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180828,2018-08-28,1170E1,E   ,00,117 ,  497131,   64167,    4054,   29839,  118838,   66992,   25142,   63554,  183718,  131474,   18779,    4606,   21500,  473293,  467325,   23838,   29806,  -10684,   -1081,   -1251,  -10170,   10154,    5352,    4126,    -283,    6268,  -10375,     458,   -1199,    -818,   -7989,   -8067,   -2695,   -2617,  100.0,   12.9,    0.8,    6.0,   23.9,   13.5,    5.1,   12.8,   37.0,   26.4,    3.8,    0.9,    4.3,   95.2,   94.0,    4.8,    6.0,    235,     15,      8,     17,     23,     39,     24,     44,     66,     55,     12,     14,     19,    158,    192,    30.8,    28.5,    45.5,    39.5,    20.7,    18.9,    31.1,    26.1,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180821,2018-08-21,1170E1,E   ,00,117 ,  507815,   65248,    5305,   40009,  108684,   61640,   21016,   63837,  177450,  141849,   18321,    5805,   22318,  481282,  475392,   26533,   32423,   14894,   -3961,   -3433,    8581,  -15274,   -3647,   -2333,    7969,   -5792,   20889,    -146,     232,    2364,   18089,   16861,   -3195,   -1967,  100.0,   12.8,    1.0,    7.9,   21.4,   12.1,    4.1,   12.6,   34.9,   27.9,    3.6,    1.1,    4.4,   94.8,   93.6,    5.2,    6.4,    240,     15,     11,     18,     24,     40,     23,     42,     67,     62,     12,     17,     19,    166,    196,    29.2,    28.6,    43.3,    38.8,    18.6,    17.9,    28.5,    24.6,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180814,2018-08-14,1170E1,E   ,00,117 ,  492921,   69209,    8738,   31428,  123958,   65287,   23349,   55868,  183242,  120960,   18467,    5573,   19954,  463193,  458531,   29728,   34390,   16901,   10868,    -853,    2623,     342,   -5825,    2091,  -15579,     887,   13222,   -2145,    1211,    2489,   13911,   15845,    2990,    1056,  100.0,   14.0,    1.8,    6.4,   25.1,   13.2,    4.7,   11.3,   37.2,   24.5,    3.7,    1.1,    4.0,   94.0,   93.0,    6.0,    7.0,    236,     16,     10,     18,     25,     36,     25,     40,     70,     62,     11,     14,     17,    165,    193,    29.6,    25.1,    42.4,    36.0,    22.1,    19.4,    31.4,    26.5,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180807,2018-08-07,1170E1,E   ,00,117 ,  476020,   58341,    9591,   28805,  123616,   71112,   21258,   71447,  182355,  107738,   20612,    4362,   17465,  449282,  442686,   26738,   33334,   60555,    4639,    2641,    4217,    5696,    7701,    5951,   11374,   14232,   23997,    2544,    -828,    1911,   60329,   59822,     226,     733,  100.0,   12.3,    2.0,    6.1,   26.0,   14.9,    4.5,   15.0,   38.3,   22.6,    4.3,    0.9,    3.7,   94.4,   93.0,    5.6,    7.0,    246,     16,      7,     16,     26,     40,     23,     51,     65,     59,     13,     11,     19,    170,    193,    29.3,    24.9,    41.0,    35.5,    22.7,    19.8,    31.6,    27.4,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180731,2018-07-31,1170E1,E   ,00,117 ,  415465,   53702,    6950,   24588,  117920,   63411,   15307,   60073,  168123,   83741,   18068,    5190,   15554,  388953,  382864,   26512,   32601,    6892,    4120,   -1426,    1125,    9147,    2771,   -1327,   -5363,    7325,   -2567,    -104,    -206,    -301,    4730,    5394,    2162,    1498,  100.0,   12.9,    1.7,    5.9,   28.4,   15.3,    3.7,   14.5,   40.5,   20.2,    4.3,    1.2,    3.7,   93.6,   92.2,    6.4,    7.8,    224,     16,      7,     15,     22,     38,     22,     42,     61,     49,      9,     12,     17,    152,    175,    30.2,    25.4,    43.4,    36.8,    23.6,    20.5,    33.6,    29.2,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180724,2018-07-24,1170E1,E   ,00,117 ,  408573,   49582,    8376,   23463,  108773,   60640,   16634,   65436,  160798,   86308,   18172,    5396,   15855,  384223,  377470,   24350,   31103,  -16810,   15591,   -4059,  -15250,   12095,    7373,     200,  -21255,    4422,   -7635,    2513,   -2423,    -139,  -13880,  -17511,   -2930,     701,  100.0,   12.1,    2.0,    5.7,   26.6,   14.8,    4.1,   16.0,   39.4,   21.1,    4.4,    1.3,    3.9,   94.0,   92.4,    6.0,    7.6,    226,     14,      7,     15,     22,     38,     20,     44,     63,     53,      9,     13,     17,    151,    180,    28.9,    23.8,    42.6,    34.9,    22.5,    19.4,    32.8,    28.0,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180717,2018-07-17,1170E1,E   ,00,117 ,  425383,   33991,   12435,   38713,   96678,   53267,   16434,   86691,  156376,   93943,   15659,    7819,   15994,  398103,  394981,   27280,   30402,   44155,    1828,    1803,    5716,    -719,    6911,    -914,   29126,   26370,    9190,   -1354,    2673,   -3328,   39545,   48421,    4610,   -4266,  100.0,    8.0,    2.9,    9.1,   22.7,   12.5,    3.9,   20.4,   36.8,   22.1,    3.7,    1.8,    3.8,   93.6,   92.9,    6.4,    7.1,    237,     14,      9,     20,     25,     35,     20,     48,     67,     56,      8,     15,     16,    163,    186,    24.1,    21.2,    35.4,    31.3,    18.0,    17.6,    25.4,    25.0,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180710,2018-07-10,1170E1,E   ,00,117 ,  381228,   32163,   10632,   32997,   97397,   46356,   17348,   57565,  130006,   84753,   17013,    5146,   19322,  358558,  346560,   22670,   34668,   -9987,    1796,  -23289,     224,   -6892,  -13390,    2920,   -4206,   26299,   -5824,    1665,   -1822,     240,  -10077,  -14642,      90,    4655,  100.0,    8.4,    2.8,    8.7,   25.5,   12.2,    4.6,   15.1,   34.1,   22.2,    4.5,    1.3,    5.1,   94.1,   90.9,    5.9,    9.1,    231,     14,     11,     20,     22,     31,     19,     51,     60,     66,     12,     12,     23,    171,    188,    24.9,    21.4,    36.1,    30.9,    18.7,    17.0,    25.7,    24.2,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180703,2018-07-03,1170E1,E   ,00,117 ,  391215,   30367,   33921,   32773,  104289,   59746,   14428,   61771,  103707,   90577,   15348,    6968,   19082,  368635,  361202,   22580,   30013,   -6228,  -16943,    3798,     751,    4877,   -9089,   -2025,   -1235,   -9099,    7809,    3649,     310,     717,   -2400,   -6828,   -3828,     600,  100.0,    7.8,    8.7,    8.4,   26.7,   15.3,    3.7,   15.8,   26.5,   23.2,    3.9,    1.8,    4.9,   94.2,   92.3,    5.8,    7.7,    227,     11,     14,     18,     23,     34,     18,     45,     58,     60,      7,     18,     23,    166,    180,    25.6,    23.6,    37.6,    33.5,    18.6,    16.2,    27.6,    23.8,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180626,2018-06-26,1170E1,E   ,00,117 ,  397443,   47310,   30123,   32022,   99412,   68835,   16453,   63006,  112806,   82768,   11699,    6658,   18365,  371035,  368030,   26408,   29413,  -47765,   -7833,    6481,  -12830,   10615,  -13808,   -4161,   -7107,   -1718,  -18879,   -9286,     708,     203,  -49278,  -44004,    1513,   -3761,  100.0,   11.9,    7.6,    8.1,   25.0,   17.3,    4.1,   15.9,   28.4,   20.8,    2.9,    1.7,    4.6,   93.4,   92.6,    6.6,    7.4,    229,     13,     12,     18,     26,     34,     18,     48,     58,     56,      8,     16,     23,    166,    178,    23.6,    25.6,    36.1,    35.3,    17.2,    18.8,    25.7,    26.5,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180619,2018-06-19,1170E1,E   ,00,117 ,  445208,   55143,   23642,   44852,   88797,   82643,   20614,   70113,  114524,  101647,   20985,    5950,   18162,  420313,  412034,   24895,   33174,     210,    8451,   -4486,    2029,   -6641,    1078,   -2531,  -13656,  -10563,   14555,    1728,    -656,   -1806,    2129,   -2380,   -1919,    2590,  100.0,   12.4,    5.3,   10.1,   19.9,   18.6,    4.6,   15.7,   25.7,   22.8,    4.7,    1.3,    4.1,   94.4,   92.5,    5.6,    7.5,    240,     16,      7,     17,     26,     32,     19,     56,     63,     69,     17,     11,     22,    185,    182,    21.8,    25.2,    32.4,    36.6,    16.7,    20.3,    22.9,    29.0,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180612,2018-06-12,1170E1,E   ,00,117 ,  444998,   46692,   28128,   42823,   95438,   81565,   23145,   83769,  125087,   87092,   19257,    6606,   19968,  418184,  414414,   26814,   30584,   17530,    -758,   -1609,    -998,    -103,   14136,   -2894,   19375,    6268,    1236,      24,     322,     -27,   15855,   16434,    1675,    1096,  100.0,   10.5,    6.3,    9.6,   21.4,   18.3,    5.2,   18.8,   28.1,   19.6,    4.3,    1.5,    4.5,   94.0,   93.1,    6.0,    6.9,    234,     16,      7,     15,     23,     33,     19,     63,     50,     61,     17,     15,     23,    178,    174,    24.2,    25.3,    34.6,    36.8,    17.0,    20.1,    24.3,    28.8,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",180605,2018-06-05,1170E1,E   ,00,117 ,  427468,   47450,   29737,   43821,   95541,   67429,   26039,   64394,  118819,   85856,   19233,    6284,   19995,  402329,  397980,   25139,   29488,    2985,    4272,   -6355,    1013,   -1611,   -3667,    4383,   -4798,    4722,    3750,    3378,     753,   -1631,    8756,    2968,   -5771,      17,  100.0,   11.1,    7.0,   10.3,   22.4,   15.8,    6.1,   15.1,   27.8,   20.1,    4.5,    1.5,    4.7,   94.1,   93.1,    5.9,    6.9,    221,     18,      7,     17,     24,     31,     18,     54,     48,     59,     15,     12,     21,    167,    169,    24.9,    26.1,    34.8,    37.4,    16.0,    19.6,    23.1,    28.2,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
